0,1.3729708216997532,0
0,2.489168701927049,1
0,2.084095370571425,2
0,1.3689848499051327,3
0,3.5767560651866557,4
0,2.4463902335546828,5
0,2.3246719554849586,6
0,1.8175094401860192,7
0,2.2796459534262072,8
0,1.695052200674287,9
0,1.6456396592001028,10
0,2.2269237569512557,11
0,1.615008990417924,12
0,2.7920199953341096,13
0,2.4433302998220237,14
0,1.375272857177352,15
0,1.834269699876511,16
0,3.4907003896025426,17
0,1.4885571130764637,18
0,2.6709191119464872,19
0,4.508923058473169,20
0,4.113058561678438,21
0,1.9070660977941094,22
0,6.696993231245323,23
0,1.8905572670709796,24
0,2.494890029288054,25
0,1.7815790982901334,26
0,1.6498654488906441,27
0,1.336788572292059,28
0,1.853706489109215,29
0,1.7298346855899456,30
0,1.4715227697294841,31
0,1.0854124896150443,32
0,1.0469329399095142,33
0,1.0115766066629392,34
0,1.0084068768993808,35
0,1.0083699463589024,36
0,1.0083680803337698,37
0,1.008368015534771,38
0,1.008368015534771,39
0,1.4390439679734046,40
0,4.303965943433146,41
0,1.1064825765377566,42
0,1.0752445869740619,43
0,1.0351160481944124,44
0,1.0092091528657072,45
0,1.0083847920407003,46
0,1.9047946200342878,47
0,2.786048014088595,48
0,1.8447296974044805,49
0,1.2465798560706223,50
0,1.518871715097234,51
0,1.3763161497433827,52
0,2.1504541694004424,53
0,1.8213894783332014,54
0,1.4220179405031574,55
0,2.0064040251046,56
0,2.5258051052651953,57
0,2.095481846938004,58
0,2.3682349883703733,59
0,2.9608186138721693,60
0,3.1948111921508335,61
0,1.3863597199623399,62
0,1.3672433547235783,63
0,1.6565907009998388,64
0,1.366110730781987,65
0,1.4998679339143248,66
0,2.844255420380423,67
0,2.0811594714939092,68
0,1.370806590705959,69
0,3.1553001126866618,70
0,7.420158799696389,71
1,5.45424890401834,0
1,2.375884376312777,1
1,3.334399275251581,2
1,3.6982025480984575,3
1,3.394800032686409,4
1,2.599304128468181,5
1,3.0797810246749773,6
1,5.270922203803167,7
1,3.0468701413282795,8
1,2.4604427956020953,9
1,2.6200063129550264,10
1,12.212223216169726,11
1,2.8387384804669837,12
1,1.8909000889445695,13
1,5.124983262955996,14
1,5.2442145213302584,15
1,2.3585471532055564,16
1,2.7098506566438605,17
1,5.668360926394445,18
1,2.683682740573119,19
1,3.385930679712715,20
1,2.019957159470344,21
1,2.882705924537799,22
1,5.046268832207013,23
1,5.175965655402566,24
1,13.774784205512704,25
1,16.117948304884063,26
1,6.032159507631149,27
1,5.9385885711778545,28
1,6.706457892072569,29
