dialogID,ppl,position,type,model
43,1.41797261270018,0,raw,LSTM
43,1.07405854305468,1,raw,LSTM
43,1.47322536388456,2,raw,LSTM
43,1.26840667639042,3,raw,LSTM
43,1.05468919916628,4,raw,LSTM
43,1.04553209353629,5,raw,LSTM
43,1.20225331674434,6,raw,LSTM
43,1.47738050534758,7,raw,LSTM
43,1.09724012170187,8,raw,LSTM
43,1.53153068577117,9,raw,LSTM
43,1.33645683090535,10,raw,LSTM
43,1.26568019397247,11,raw,LSTM
43,1.45793338290717,12,raw,LSTM
43,1.09458146961045,13,raw,LSTM
43,1.0329449526499,14,raw,LSTM
43,1.21341553694607,15,raw,LSTM
43,1.2668418679529,16,raw,LSTM
43,1.30378476901466,17,raw,LSTM
43,1.38368407158879,18,raw,LSTM
43,1.51687969315172,19,raw,LSTM
43,1.05138461303746,20,raw,LSTM
43,2.48954899307391,21,raw,LSTM
43,1.73187574148244,22,raw,LSTM
43,1.83301490012757,23,raw,LSTM
43,2.75450128231546,24,raw,LSTM
43,1.05493285426318,25,raw,LSTM
43,2.0071618967735,26,raw,LSTM
43,1.89588353478932,27,raw,LSTM
43,1.64836183293807,28,raw,LSTM
43,1.24985658012578,29,raw,LSTM
43,1.04021646419741,30,raw,LSTM
43,1.28095255234718,31,raw,LSTM
43,1.87059080625992,32,raw,LSTM
43,2.39278405334164,33,raw,LSTM
43,3.08726467522673,34,raw,LSTM
44,1.97922769122122,0,raw,LSTM
44,3.84847601946594,1,raw,LSTM
44,3.17141740663008,2,raw,LSTM
44,4.503378875426,3,raw,LSTM
44,13.7532208562343,4,raw,LSTM
44,7.27683684909038,5,raw,LSTM
44,2.05554532802473,6,raw,LSTM
44,6.26217900104383,7,raw,LSTM
44,3.71317263256038,8,raw,LSTM
44,3.07807870691811,9,raw,LSTM
44,1.93577345261504,10,raw,LSTM
44,1.89607452026354,11,raw,LSTM
44,1.89483131262142,12,raw,LSTM
44,7.16611003681074,13,raw,LSTM
44,2.26834053863206,14,raw,LSTM
44,3.47464425361428,15,raw,LSTM
44,2.77220906518633,16,raw,LSTM
44,2.99791760023345,17,raw,LSTM
44,2.22939758482313,18,raw,LSTM
