gesture,ppl
72,4.145112608310308
64,3.1699376376059685
30,278.0334240397917
63,2.7762745488077116
56,3.0136412234336887
56,1.8210245251777188
72,7.627446040153127
56,1.8210245251777188
63,2.880217632341301
64,3.210494546804563
72,11.503718665386053
64,3.210494546804563
36,10.665466266161845
56,3.0136412234336887
64,3.3781406311084483
56,4.446094059995884
63,3.5131493304110117
63,3.3101498828512597
0,23.66082539374647
56,4.446094059995884
63,1.526181677149942
63,2.384254437851078
72,1.573326698151624
0,1.6834857806016548
64,2.004671063213387
63,3.3052549336293953
40,120.638620917657
64,3.6814105116879405
36,4.224339905707053
56,1.5404872709742334
36,7.80589849624704
72,8.355587917635953
63,1.3912708773424585
64,2.004671063213387
56,3.700204153561456
63,1.5986406945583416
45,62.76404403956234
36,20.269747919125543
63,1.6804509187945442
63,1.5986406945583416
72,2.4853515036173706
64,2.109931209793831
64,3.81967422758372
82,17.33936210511937
56,1.8572181848517868
72,4.418074400462113
64,1.849696747951093
63,4.668087924668564
56,35.04477600539574
64,1.997907188367933
72,7.3706597060265
63,2.867082655045474
72,4.444292901515911
56,1.8572181848517868
63,3.058524705343035
72,5.343140960624253
72,2.75914198898864
63,1.4965932491323515
72,8.885875771262244
36,11.997065233102408
63,1.4327080440559679
63,2.124727275335089
72,2.8467727103171785
63,1.4035503955669713
64,2.000259658496125
64,4.143884862386071
63,3.2333658855114016
64,2.4904762982257407
32,11.978721716440525
56,1.5188812209669291
63,2.5117373169011192
72,3.1682606453373197
45,34.29961319765956
72,16.2594745006581
56,4.695972031818335
63,1.6737017247524502
63,1.8194318325664414
56,8.697182765284104
63,1.3312724663812319
56,13.008627523179934
56,8.093078093789051
72,5.275087248527989
64,3.006751792251918
36,18.04877132677524
56,1.6951041324237226
63,3.240144132207496
64,2.7638396055865826
48,156.05672076736886
56,2.171375079089573
64,1.9495908428622153
72,3.2319176991552845
63,2.115432268469437
72,2.0493382962207205
64,2.799977409480226
63,1.9602064661137417
56,4.730924603501469
72,2.9547888430159555
64,3.7865316278940604
